context,question,answer,pasal,ayat
penyelenggaraan program sarjana dan sarjana terapan,Siapa target peserta didik pada kelas reguler?,Target peserta didik pada kelas reguler adalah lulusan baru Sekolah Menengah Atas (SMA) atau yang sederajat.,4,1
penyelenggaraan program sarjana dan sarjana terapan,Apakah kelas reguler harus menggunakan kurikulum tertentu?,"Ya, kelas reguler harus menggunakan kurikulum.",4,2
penyelenggaraan program sarjana dan sarjana terapan,Apa yang diharapkan dari lulusan kelas reguler?,Lulusan kelas reguler diharapkan memiliki kompetensi utama yang sama.,4,2
penyelenggaraan program sarjana dan sarjana terapan,Apakah bahasa pengantar utama pada kelas reguler?,Bahasa Indonesia.,4,3
penyelenggaraan program sarjana dan sarjana terapan,Apakah program studi wajib menyelenggarakan kelas mata kuliah dengan pengantar bahasa Inggris?,"Ya, program studi wajib menyelenggarakan minimal 1 kelas mata kuliah pada setiap semester dengan pengantar bahasa Inggris.",4,4
penyelenggaraan program sarjana dan sarjana terapan,Apakah kelas kerjasama merupakan program pendidikan yang diselenggarakan atas dasar perjanjian dengan instansi lain?,"Ya, kelas kerjasama adalah program pendidikan yang diselenggarakan atas dasar Memorandum of Understanding (MoU) atau perjanjian kerjasama antara UPN “Veteran” Jawa Timur dengan instansi atau perusahaan lain.",5,1
penyelenggaraan program sarjana dan sarjana terapan,Apa tujuan utama penyelenggaraan kelas kerjasama?,Tujuan utama penyelenggaraan kelas kerjasama adalah memenuhi kebutuhan Sumber Daya Manusia (SDM) sesuai dengan spesifikasi instansi terkait.,5,1
penyelenggaraan program sarjana dan sarjana terapan,Apakah kurikulum kelas kerjasama dirancang sesuai dengan kebutuhan yang spesifik?,"Ya, kurikulum kelas kerjasama didesain khusus/spesifik sesuai kebutuhan tanpa meninggalkan ketentuan-ketentuan yang dipersyaratkan oleh Pemerintah/Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi.",5,2
penyelenggaraan program sarjana dan sarjana terapan,Apakah program ini masih memenuhi persyaratan yang ditetapkan oleh Pemerintah?,"Ya, program ini tidak meninggalkan ketentuan-ketentuan yang dipersyaratkan oleh Pemerintah/Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi.",5,2
penyelenggaraan program sarjana dan sarjana terapan,Apa yang dimaksud dengan kelas internasional dalam konteks pendidikan?,"Kelas internasional adalah program pendidikan yang diselenggarakan dengan menggunakan Bahasa Inggris sebagai bahasa pengantar.

Context: penyelenggaraan program sarjana dan sarjana terapan",6,1
penyelenggaraan program sarjana dan sarjana terapan,Apakah bahasa pengantar yang digunakan dalam kelas internasional?,Bahasa Inggris digunakan sebagai bahasa pengantar dalam kelas internasional.,6,1
penyelenggaraan program sarjana dan sarjana terapan,Apakah kelas internasional dapat diselenggarakan sepenuhnya oleh universitas?,"Ya, kelas internasional dapat diselenggarakan sepenuhnya oleh universitas.

Context: penyelenggaraan program sarjana dan sarjana terapan",6,2
penyelenggaraan program sarjana dan sarjana terapan,Apakah universitas harus bekerjasama dengan universitas mitra di luar negeri yang memiliki reputasi internasional?,"Ya, universitas harus bekerjasama dengan universitas mitra di luar negeri yang memiliki reputasi internasional minimal setara dengan UPN “Veteran” Jawa Timur.",6,2
penyelenggaraan program sarjana dan sarjana terapan,Apakah UPN “Veteran” Jawa Timur menyelenggarakan kelas internasional?,"Ya, UPN “Veteran” Jawa Timur menyelenggarakan kelas internasional sepenuhnya.

Context: penyelenggaraan program sarjana dan sarjana terapan",6,3
penyelenggaraan program sarjana dan sarjana terapan,Apakah gelar yang diberikan pada kelas internasional adalah dari universitas?,"Ya, kelas internasional memberikan gelar tunggal dari universitas.",6,3
penyelenggaraan program sarjana dan sarjana terapan,"Apakah kelas internasional yang diselenggarakan oleh UPN ""Veteran"" Jawa Timur dapat memberikan gelar ganda?","Ya, kelas internasional yang diselenggarakan berdasarkan kerjasama dengan universitas mitra di luar negeri dapat memberikan gelar ganda dari UPN “Veteran” Jawa Timur dan dari universitas mitra di luar negeri.",6,4
penyelenggaraan program sarjana dan sarjana terapan,Apakah kelas internasional harus menggunakan kurikulum yang sama dengan kelas reguler?,"Ya, kelas internasional harus menggunakan kurikulum paling sedikit 50 (lima puluh) persen yang sama dengan kelas reguler.

Context: penyelenggaraan program sarjana dan sarjana terapan",6,5
penyelenggaraan program sarjana dan sarjana terapan,Apakah capaian pembelajaran lulusan kelas internasional sama dengan kelas reguler?,"Ya, kelas internasional harus menghasilkan lulusan dengan capaian pembelajaran yang sama.",6,5
penyelenggaraan program sarjana dan sarjana terapan,Apakah jumlah peserta kelas internasional tidak boleh lebih besar dari jumlah peserta program sarjana kelas reguler?,"Ya, jumlah peserta kelas internasional tidak boleh lebih besar dari jumlah peserta program sarjana kelas reguler.",6,6
penyelenggaraan program sarjana dan sarjana terapan,Apa yang dimaksud dengan pembukaan kelas PSDKU?,Pembukaan kelas PSDKU merupakan penambahan jumlah program studi dalam bidang/disiplin ilmu dan teknologi yang sama dengan program studi yang telah ada di kampus utama UPN “Veteran” Jawa Timur.,7,1
penyelenggaraan program sarjana dan sarjana terapan,Apakah tujuan pembukaan kelas PSDKU?,Pembukaan kelas PSDKU bertujuan untuk menambah jumlah program studi dalam bidang/disiplin ilmu dan teknologi yang sama dengan program studi yang telah ada di kampus utama UPN “Veteran” Jawa Timur.,7,1
penyelenggaraan program sarjana dan sarjana terapan,Apakah kriteria akreditasi yang telah diraih oleh program studi yang sama di Kampus Utama UPN “Veteran” Jawa Timur?,Program studi tersebut telah terakreditasi/unggul/terakreditasi internasional.,7,2
penyelenggaraan program sarjana dan sarjana terapan,"Apakah pembukaan, perubahan, dan penutupan kelas PSDKU harus mematuhi ketentuan perundangan yang berlaku?","Ya, pembukaan, perubahan, dan penutupan kelas PSDKU dilakukan sesuai dengan ketentuan perundangan yang berlaku.",7,3
penyelenggaraan program sarjana dan sarjana terapan,"Apakah ada aturan khusus untuk penyelenggaraan program sarjana dan sarjana terapan terkait pembukaan, perubahan, dan penutupan kelas?","Pembukaan, perubahan, dan penutupan kelas PSDKU dilakukan sesuai dengan ketentuan perundangan yang berlaku.",7,3
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah penerimaan calon mahasiswa baru dilakukan melalui jalur seleksi nasional?,"Ya, penerimaan calon mahasiswa baru dilakukan melalui jalur seleksi yang dilakukan di tingkat nasional (SNBP & SNBT).",8,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apa saja jalur seleksi yang digunakan untuk menerima calon mahasiswa baru di UPN “Veteran” Jawa Timur?,Jalur seleksi yang digunakan adalah jalur mandiri dan jalur seleksi nasional (SNBP & SNBT).,8,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apa saja pola yang digunakan dalam Jalur Mandiri UPN “Veteran” Jawa Timur?,"Pola Reguler, Pola Prestasi, dan Pola Kemitraan & Kerjasama.",8,2
penerimaan mahasiswa program sarjana dan sarjana terapan,Apa bentuk-bentuk sistem seleksi yang dapat digunakan dalam penerimaan mahasiswa program sarjana dan sarjana terapan?,"Sistem seleksi tersebut dapat berbentuk ujian tulis berbasis kertas (PBT) atau ujian tulis berbasis computer (CBT), serta cara seleksi lain yang ditetapkan oleh universitas.",8,3
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah seleksi mahasiswa baru dilakukan sesuai dengan jadwal yang ditetapkan secara nasional?,"Ya, seleksi mahasiswa baru dilakukan sesuai dengan jadwal yang ditetapkan secara nasional.",8,4
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah universitas juga memiliki jadwal seleksi mahasiswa baru sendiri?,"Ya, universitas juga dapat menetapkan jadwal seleksi mahasiswa baru sendiri.",8,4
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah ada peraturan khusus untuk penerimaan mahasiswa Program Sarjana dan Sarjana Terapan?,"Ya, tata cara penerimaannya diatur dalam Peraturan Rektor.",8,5
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah calon mahasiswa program sarjana harus memiliki status sebagai Warga Negara Indonesia (WNI) atau Warga Negara Asing (WNA)?,"Ya, calon mahasiswa program sarjana harus memenuhi persyaratan sebagai Warga Negara Indonesia (WNI) atau Warga Negara Asing (WNA) yang memperoleh izin belajar dari Kementerian Pendidikan dan Kebudayaan.",9,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah lulusan SMA dapat langsung mendaftar untuk mengikuti proses seleksi program sarjana?,"Tidak, lulusan SMA harus memiliki usia ijazah yang tidak lebih dari 3 (tiga) tahun atau telah berusia minimal To sampai T-2.",9,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah syarat bagi calon mahasiswa kelas kerjasama ditetapkan berdasarkan dokumen mana?,Syarat bagi calon mahasiswa kelas kerjasama ditetapkan berdasarkan Memorandum of Understanding (MoU) dan Perjanjian Kerja Sama (PKS).,9,2
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah perjanjian apa yang digunakan sebagai acuan untuk menentukan syarat bagi calon mahasiswa kelas kerjasama?,Perjanjian Kerja Sama (PKS) digunakan sebagai acuan untuk menentukan syarat bagi calon mahasiswa kelas kerjasama.,9,2
penerimaan mahasiswa program sarjana dan sarjana terapan,"Apakah keputusan rektor UPN ""Veteran"" Jawa Timur menetapkan daya tampung pada setiap program studi?","Ya, Keputusan Rektor UPN “Veteran” Jawa Timur menetapkan daya tampung pada setiap program studi.",10,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apa faktor-faktor yang dipertimbangkan dalam menetapkan daya tampung pada setiap program studi?,"Faktor-faktor yang dipertimbangkan adalah kemampuan sarana, prasarana, dan sumber daya manusia yang dimiliki.",10,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah jumlah mahasiswa yang diterima pada setiap program studi diatur oleh keputusan Rektor UPN “Veteran” Jawa Timur?,"Ya, jumlah mahasiswa yang diterima pada setiap program studi mengikuti ketentuan yang diatur dalam Keputusan Rektor UPN “Veteran” Jawa Timur tentang daya tampung.",10,2
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah penggunaan sarana dan prasarana di Fakultas harus dipertimbangkan untuk pemanfaatan bersama?,"Ya, penggunaan sarana dan prasarana di Fakultas harus dipertimbangkan untuk pemanfaatan bersama baik oleh internal fakultas maupun oleh universitas secara keseluruhan.",10,3
penerimaan mahasiswa program sarjana dan sarjana terapan,Bagaimana cara mengatur penggunaan sumber daya yang ada di Fakultas?,Penggunaan sumber daya yang ada di Fakultas diatur dengan mempertimbangkan pemanfaatan bersama.,10,3
penerimaan mahasiswa program sarjana dan sarjana terapan,Apa syarat yang harus dipenuhi calon mahasiswa untuk lolos seleksi?,Calon mahasiswa harus memenuhi ketentuan yang dipersyaratkan baik dalam seleksi nasional dan/atau seleksi mandiri.,11,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apa yang harus dilakukan calon mahasiswa setelah dinyatakan lulus seleksi?,Calon mahasiswa harus melakukan registrasi administratif dan registrasi akademik sesuai dengan jadwal yang telah ditetapkan oleh universitas.,11,2
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah calon mahasiswa yang tidak melakukan registrasi administratif sesuai dengan jadwal yang ditetapkan dianggap mengundurkan diri?,"Ya, calon mahasiswa yang tidak melakukan registrasi administratif sesuai dengan jadwal yang ditetapkan dianggap mengundurkan diri.",11,3
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah peserta yang sudah dinyatakan lulus seleksi dapat menunda kuliah?,"Tidak, peserta yang sudah dinyatakan lulus seleksi tidak dapat menunda kuliah.",11,4
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah status resmi seorang calon mahasiswa sebagai mahasiswa UPN “Veteran” Jawa Timur?,Status resmi tersebut diperoleh setelah dilantik pada upacara Penerimaan Mahasiswa Baru (PMB) dalam sidang Senat Terbuka.,11,5
penerimaan mahasiswa program sarjana dan sarjana terapan,Kapan seorang calon mahasiswa dapat dikatakan sebagai mahasiswa UPN “Veteran” Jawa Timur secara resmi?,Setelah melalui upacara Penerimaan Mahasiswa Baru (PMB) dalam sidang Senat Terbuka.,11,5
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah Keputusan Rektor tentang Pedoman Penerimaan Mahasiswa Baru UPN “Veteran” Jawa Timur menentukan aturan penerimaan program sarjana dan sarjana terapan?,"Ya, Keputusan Rektor tersebut menetapkan pedoman penerimaan mahasiswa baru untuk program sarjana dan sarjana terapan.

Context: penerimaan mahasiswa program sarjana dan sarjana terapan",11,6
penerimaan mahasiswa program sarjana dan sarjana terapan,Di mana dapat ditemukan informasi tentang biaya pendidikan di UPN “Veteran” Jawa Timur?,Biaya pendidikan diatur dalam Keputusan Rektor UPN “Veteran” Jawa Timur.,11,6
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah seorang mahasiswa dapat mendaftar pada lebih dari satu program studi di Perguruan Tinggi Negeri (PTN)?,"Tidak, kecuali jika mereka mengikuti program yang diselenggarakan oleh Pemerintah Indonesia melalui Kementerian Pendidikan dan Kebudayaan.",12,1
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah yang akan dilakukan Wakil Rektor Bidang Akademik (WR I) jika seorang mahasiswa diketahui terdaftar pada lebih dari satu program studi?,Wakil Rektor Bidang Akademik (WR I) akan mengirimkan surat teguran kepada yang bersangkutan untuk segera menentukan program studi pilihannya dengan tembusan kepada Dekan.,12,2
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah batas waktu yang ditentukan untuk pemberitahuan tertulis tentang pilihan mahasiswa kepada Wakil Rektor Bidang Akademik (WR I)?,Batas waktu yang ditentukan adalah 20 hari kerja terhitung sejak surat teguran tertulis diterbitkan.,12,3
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah Universitas akan menerbitkan keputusan rektor tentang pengunduran diri mahasiswa dari salah satu program studi?,"Ya, Universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pengunduran diri mahasiswa dari salah satu program studi.",12,4
penerimaan mahasiswa program sarjana dan sarjana terapan,Apakah yang akan dilakukan oleh pihak universitas jika pilihan program studi tidak disampaikan dalam batas waktu yang ditentukan?,Pihak universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pemutusan hubungan studi.,12,5
kurikulum,Apakah tujuan kurikulum program sarjana dan sarjana terapan?,"Tujuan kurikulum program sarjana dan sarjana terapan adalah mencetak lulusan dengan kompetensi yang sesuai dengan rumusan capaian pembelajaran minimal, yaitu setara dengan jenjang 6 (enam) kualifikasi pada KKNI.",13,1
kurikulum,Apa kompetensi utama yang harus dimiliki lulusan program sarjana dan sarjana terapan?,Kompetensi utama yang harus dimiliki lulusan adalah menguasai konsep teoretis bidang pengetahuan dan keterampilan tertentu secara umum dan khusus untuk menyelesaikan masalah secara prosedural sesuai dengan lingkup pekerjaannya.,13,2
kurikulum,Apa saja kompetensi utama yang harus dimiliki lulusan program sarjana dan sarjana terapan?,"Kompetensi utama yang harus dimiliki lulusan program sarjana dan sarjana terapan adalah mampu menerapkan konsep teoretis bidang pengetahuan dan keterampilan tertentu secara umum dan khusus untuk menyelesaikan masalah secara prosedural sesuai dengan lingkup pekerjaannya, serta mampu beradaptasi terhadap situasi perubahan yang dihadapi.",13,3
kurikulum,"Apakah peninjauan kurikulum dapat dilakukan sesuai dengan perkembangan ilmu pengetahuan, teknologi, humaniora, dan seni?","Ya, peninjauan kurikulum dapat dilakukan sesuai dengan perkembangan ilmu pengetahuan, teknologi, humaniora, dan seni.",13,4
kurikulum,Berapa waktu yang diperlukan untuk melakukan evaluasi kurikulum oleh program studi?,Kurun waktu tiga hingga lima tahun.,13,4
kurikulum,Apakah kurikulum diatur oleh keputusan mana?,Keputusan Dekan UPN “Veteran” Jawa Timur.,13,5
kurikulum,Apa yang mengatur mekanisme penyusunan dan peninjauan kurikulum?,Pedoman yang ditetapkan dalam Surat Keputusan Rektor.,13,6
kurikulum,Apa saja komponen struktur kurikulum program studi?,Struktur kurikulum program studi terdiri atas mata kuliah wajib dan mata kuliah pilihan.,14,1
kurikulum,Apa saja mata kuliah wajib nasional yang harus diambil mahasiswa?,"Mata kuliah wajib nasional terdiri atas Agama, Pancasila, Bahasa Indonesia, dan Kewarganegaraan.",14,2
kurikulum,Apakah mata kuliah wajib di universitas?,"Mata kuliah wajib di universitas terdiri atas Bahasa Inggris, Bela Negara, Kewirausahaan, dan Kepemimpinan.",14,3
kurikulum,Berapa jumlah SKS untuk Mata Kuliah Wajib Nasional?,"Jumlah SKS untuk Mata Kuliah Wajib Nasional adalah 3 SKS, seperti Bahasa Inggris dan Bela Negara.",14,4
kurikulum,Apakah ada perbedaan jumlah SKS antara Mata Kuliah Wajib Nasional dan Mata Kuliah Wajib Universitas?,"Ya, terdapat perbedaan jumlah SKS antara Mata Kuliah Wajib Nasional (3 SKS) dan Mata Kuliah Wajib Universitas (2 SKS), seperti Agama, Pancasila, Bahasa Indonesia, Kewarganegaraan, dan Kepempimpinan.",14,4
kurikulum,Apa itu mata kuliah pilihan menurut kurikulum?,Mata kuliah pilihan adalah sekumpulan mata kuliah yang terdapat dalam kelompok mata kuliah peminatan lain atau dipilih dari berbagai program studi/fakultas lain.,14,5
kurikulum,Apa yang harus sama bagi mata kuliah wajib pada suatu program studi?,"Mata kuliah wajib pada suatu program studi harus sama, baik kelas reguler, kelas internasional, maupun kelas kerjasama.",14,6
kurikulum,Apa yang harus dilakukan oleh setiap mahasiswa dalam kurikulum?,Setiap mahasiswa wajib lulus semua mata kuliah baik mata kuliah wajib maupun mata kuliah pilihan.,14,7
kurikulum,Apakah jumlah SKS yang dapat diambil oleh mahasiswa harus dalam batas beban studi?,"Ya, jumlah SKS yang boleh diambil harus dalam batas beban studi untuk program sarjana dan sarjana terapan.",14,9
kurikulum,Apakah beban ekuivalen dalam bentuk SKS hanya berlaku untuk mata kuliah non-wajib?,"Ya, beban ekuivalen dalam bentuk SKS tidak termasuk tugas akhir/skripsi yang merupakan mata kuliah wajib program studi.",14,10
kemampuan berbahasa inggris,Apakah mahasiswa program sarjana dan sarjana terapan harus memiliki kemampuan bahasa Inggris yang baik?,"Ya, mereka dipersyaratkan memiliki kemampuan bahasa Inggris yang baik sesuai standar minimal international atau institusional.

Context: kemampuan berbahasa inggris",15,1
kemampuan berbahasa inggris,Apa saja sertifikat bahasa Inggris yang diakui sebagai standar minimal internasional?,"Sertifikat JETSET Level 4 - Pearson-LCCI - UK dan ITP-TOEFL 450, serta English Proficiency Test/ EPT 450 - LC-UPN “Veteran” Jawa Timur.",15,1
kemampuan berbahasa inggris,Apakah mahasiswa baru wajib melakukan tes kemampuan awal berbahasa Inggris?,"Ya, mahasiswa baru wajib melakukan tes kemampuan awal berbahasa Inggris di Laboratorium Bahasa Unit Pendukung Akademik-Bahasa UPN “Veteran” Jawa Timur.",15,2
kemampuan berbahasa inggris,Di mana tes kemampuan awal berbahasa Inggris dilakukan oleh mahasiswa baru?,Tes kemampuan awal berbahasa Inggris dilakukan di Laboratorium Bahasa Unit Pendukung Akademik-Bahasa UPN “Veteran” Jawa Timur.,15,2
kemampuan berbahasa inggris,Apakah kemampuan berbahasa Inggris adalah syarat untuk menyelesaikan skripsi?,"Ya, kemampuan berbahasa Inggris digunakan sebagai syarat untuk tugas akhir (skripsi).",15,3
kemampuan berbahasa inggris,Apakah kemampuan berbahasa Inggris diperlukan untuk mengikuti seleksi program akademik dan non-akademik?,"Ya, kemampuan berbahasa Inggris digunakan sebagai syarat untuk mengikuti seleksi program akademik dan non-akademik di tingkat nasional/internasional.",15,4
kemampuan berbahasa inggris,Apakah persyaratan kemampuan berbahasa Inggris ditetapkan oleh penyelenggara program?,"Ya, persyaratan kemampuan berbahasa Inggris ditetapkan oleh penyelenggara program.",15,4
masa dan beban belajar,Berapa jumlah semester yang dibutuhkan untuk menyelesaikan program pendidikan sarjana dan sarjana terapan?,Masa tempuh kurikulum 8 (delapan) semester.,16,1
masa dan beban belajar,Apakah ada batasan waktu maksimal untuk menyelesaikan studi pada program tersebut?,"Ya, masa studi maksimal adalah 14 (empat belas) semester.",16,1
masa dan beban belajar,Berapa SKS yang dapat diambil oleh mahasiswa program sarjana dan sarjana terapan pada semester 1 dan 2?,"Paling banyak 20 (dua puluh) SKS atau paket.

Context: masa dan beban belajar",16,2
masa dan beban belajar,Bagaimana dengan mahasiswa yang telah mencapai batas studi 7 tahun (14 Semester) namun belum menyelesaikan studinya?,Mereka akan diputus studinya dan dinyatakan drop out (DO).,16,2
masa dan beban belajar,Bagaimana cara pemenuhan masa dan beban belajar dapat dilaksanakan menurut pasal 16 ayat (1)?,"Pemenuhan masa dan beban belajar dapat dilaksanakan dengan mengikuti seluruh proses pembelajaran dalam Program Studi pada Perguruan Tinggi sesuai masa dan beban belajar, atau mengikuti proses pembelajaran di luar Program Studi untuk memenuhi sebagian masa dan beban belajar.",17,1
masa dan beban belajar,Apa yang dapat dilakukan jika seseorang ingin memenuhi sebagian masa dan beban belajar dalam Program Studi?,"Seseorang dapat mengikuti proses pembelajaran di dalam Program Studi untuk memenuhi sebagian masa dan beban belajar, kemudian sisanya dapat diikuti dengan proses pembelajaran di luar Program Studi.",17,1
masa dan beban belajar,Apakah Prodi dan Fakultas wajib memfasilitasi pelaksanaan pemenuhan masa dan beban belajar dalam proses pembelajaran?,"Ya, Prodi dan Fakultas wajib memfasilitasi pelaksanaan pemenuhan masa dan beban belajar dalam proses pembelajaran sebagaimana dimaksud pada ayat (1).",17,2
masa dan beban belajar,Bagaimana peran Prodi dan Fakultas dalam memfasilitasi pelaksanaan pemenuhan masa dan beban belajar?,Prodi dan Fakultas wajib memfasilitasi pelaksanaan pemenuhan masa dan beban belajar dalam proses pembelajaran.,17,2
masa dan beban belajar,Apakah jumlah semester maksimal untuk pembelajaran di dalam Program Studi?,Sebanyak 11 (sebelas) semester.,17,3
masa dan beban belajar,Apakah kegiatan magang merupakan bagian dari masa belajar di Program Studi Sarjana Terapan?,"Ya, kegiatan magang adalah wajib yang harus dilaksanakan oleh mahasiswa selama 1 semester atau setara dengan 20 SKS.",17,4
proses pembelajaran,Apa saja tahap-tahap yang ada dalam proses pembelajaran?,"Tahap-tahap yang ada dalam proses pembelajaran adalah perencanaan, pelaksanaan, dan evaluasi hasil pembelajaran.",18,1
proses pembelajaran,Berapa lama waktu yang dibutuhkan untuk menyelesaikan proses pembelajaran?,Proses pembelajaran diselenggarakan dalam 2 (dua) semester per tahun akademik.,18,2
proses pembelajaran,Berapa lama proses pembelajaran dilaksanakan dalam satu semester?,"Paling sedikit 16 (enam belas) minggu, termasuk evaluasi tengah semester dan evaluasi akhir semester.",18,3
proses pembelajaran,Apakah proses pembelajaran harus diikuti kalender akademik yang ditetapkan oleh universitas?,"Ya, proses pembelajaran dilakukan dengan mengikuti kalender akademik yang ditetapkan oleh universitas.",18,4
proses pembelajaran,Apa yang harus dilakukan oleh mahasiswa untuk mengikuti proses pembelajaran?,Mahasiswa wajib melakukan registrasi administrasi dan akademik.,18,5
proses pembelajaran,Apakah tujuan dari registrasi administrasi dan akademik bagi mahasiswa?,Tujuan dari registrasi administrasi dan akademik adalah agar mahasiswa dapat mengikuti proses pembelajaran sesuai dengan yang dimaksud dalam ayat (1).,18,5
proses pembelajaran,Apa yang dimaksud dengan proses pembelajaran menurut konteks ini?,Proses pembelajaran sebagaimana yang dimaksud dapat dilakukan di dalam Program Studi dan di luar Program Studi.,18,6
proses pembelajaran,Dapatkah proses pembelajaran dilakukan di luar lingkungan akademik?,"Ya, proses pembelajaran dapat dilakukan di luar Program Studi.",18,6
proses pembelajaran,Apa tujuan evaluasi dan analisis yang dilakukan oleh Gugus Penjaminan Mutu Program Studi?,Tujuan evaluasi dan analisis tersebut adalah sebagai upaya perbaikan berkelanjutan dalam implementasi penjaminan mutu.,18,7
proses pembelajaran,Apa yang dimaksud dengan kalender akademik menurut pasal 18 ayat (4)?,Kalender akademik merupakan pedoman yang wajib ditaati oleh fakultas/program studi dan sivitas akademika di lingkungan Universitas dalam melaksanakan Tri Dharma Perguruan Tinggi.,19,1
proses pembelajaran,Siapa saja yang harus mengikuti kalender akademik?,Fakultas/program studi dan sivitas akademika di lingkungan Universitas wajib mengikuti kalender akademik.,19,1
proses pembelajaran,Apakah kalender akademik diterbitkan dalam bentuk apa?,Kalender akademik diterbitkan dalam bentuk Keputusan Rektor UPN “Veteran” Jawa Timur.,19,2
proses pembelajaran,Apa yang harus dimuat dalam kalender akademik setiap tahun?,"Sekurang-kurangnya memuat masa pendaftaran, ujian seleksi, pengumuman hasil seleksi penerimaan mahasiswa baru, jadwal registrasi (administratif dan akademik) mahasiswa baru, jadwal kegiatan awal mahasiswa baru, jadwal registrasi administrasi dan akademik mahasiswa lama, periode perkuliahan, jadwal Evaluasi Tengah Semester (ETS) dan Evaluasi Akhir Semester (EAS), jadwal KKN, periode ujian tugas akhir/skripsi, dan jadwal yudisium dan wisuda.",19,2
proses pembelajaran,Apakah tujuan perencanaan pembelajaran menurut pasal 18 ayat (1)?,Perencanaan pembelajaran disusun untuk setiap mata kuliah dan disajikan dalam Rencana Pembelajaran Semester (RPS).,20,1
proses pembelajaran,Siapa yang menetapkan Rencana Pembelajaran Semester (RPS)?,Dosen secara mandiri atau bersama dalam kelompok keahlian suatu bidang ilmu pengetahuan dan/atau teknologi dalam Program Studi.,20,2
proses pembelajaran,Apa saja komponen yang harus ada dalam Rencana Pembelajaran Semester?,"Rencana Pembelajaran Semester paling sedikit memuat nama Program Studi, nama dan kode mata kuliah, semester, sks, nama dosen pengampu, capaian pembelajaran lulusan, kemampuan akhir yang direncanakan, bahan kajian, metode pembelajaran, waktu pembelajaran, pengalaman belajar mahasiswa, kriteria, indikator, dan bobot penilaian, serta daftar referensi.",20,3
proses pembelajaran,Siapa yang bertanggung jawab melakukan pemantauan dan evaluasi pelaksanaan RPS?,Gugus Penjaminan Mutu Program Studi dibawah tanggung Koordinator Program Studi.,20,4
proses pembelajaran,Bagian dari proses apa pemantauan dan evaluasi pelaksanaan RPS dilakukan?,Sebagai bagian dari proses penjaminan mutu.,20,4
proses pembelajaran,Apakah tujuan dari tinjauan Rencana Pembelajaran Semester?,"Tujuan dari tinjauan Rencana Pembelajaran Semester adalah untuk menyesuaikannya dengan perkembangan ilmu pengetahuan, teknologi, humaniora, dan seni.",20,5
proses pembelajaran,Apakah fakultas/program studi menetapkan jadwal kuliah setiap menjelang akhir semester?,"Ya, fakultas/program studi menetapkan jadwal kuliah untuk menjalankan suatu kurikulum.",21,1
proses pembelajaran,Apa saja yang harus dicakup dalam jadwal kuliah menurut ayat (1)?,"Jadwal kuliah sebagaimana dimaksud pada ayat (1) di atas setidaknya mencakup nama mata kuliah dan kelas, koordinator mata kuliah, hari dan jam kuliah, tempat/ruang kuliah, dan dosen pengampu.",21,2
proses pembelajaran,Apakah Jadwal Mata Kuliah Umum ditetapkan oleh Universitas atau Fakultas?,Jadwal Mata Kuliah Umum ditetapkan lebih dahulu oleh Universitas.,21,3
proses pembelajaran,Apakah kemungkinan penyelenggaraan suatu mata kuliah dapat berbeda-beda?,"Ya, suatu mata kuliah dapat diselenggarakan dalam beberapa kelas.",21,4
proses pembelajaran,Apakah perkuliahan dapat dilakukan secara daring?,"Ya, perkuliahan dapat dilakukan secara daring pada kondisi khusus.",21,5
proses pembelajaran,"Apakah dosen memberikan pesan tentang adab, moral, etika dan bela negara kepada mahasiswa di awal pembelajaran?","Ya, dosen mengawali pembelajaran dengan memberikan pesan tentang adab, moral, etika dan bela negara kepada mahasiswa selama kurang lebih 5-10 menit.",21,6
proses pembelajaran,Berapa jumlah jam yang setara dengan 1 SKS dalam satu semester?,Beban belajar 1 (satu) SKS setara dengan 45 (empat puluh lima) jam per semester.,22,1
